Date	Angle[°]	Geometry	Orb	Pass	VH[lin]	VH_var[lin]	VV[lin]	VV_var[lin]	VV[dB]	VH[dB]	VV_var[dB]	VH_var[dB]	VV_norm[dB]	VH_norm[dB]
2015-04-23 19:00:00	37.30908203125	Budrio_half-right	117	ASCENDING	0.0146021586929002	6.183192731345578e-05	0.0211408489667311	5.375908969312583e-05	-16.74877576434295	-18.355829360570997	0.0110436794863856	0.0183899280938051	-15.712662762944136	-18.714277267725528
2015-04-27 07:00:00	31.274438858032227	Budrio_half-right	168	DESCENDING	0.0174556340474045	3.9744683145009634e-05	0.0518900572541751	0.0009980530023472	-12.849158501152749	-17.58064371525372	0.0835321706128062	0.0098884386141432	-14.092572974396528	-18.49637543581036
2015-05-05 19:00:00	37.29066467285156	Budrio_half-right	117	ASCENDING	0.0142546540587204	1.804152160707899e-05	0.030685209572036	8.386772359569289e-05	-15.130709062510608	-18.46043317969521	0.0118699823385236	0.0054966842736526	-14.229549292627915	-18.818503284091722
2015-05-09 07:00:00	31.273265838623047	Budrio_half-right	168	DESCENDING	0.011885722562467	1.0308814216088722e-05	0.0381168312645704	0.0002345430237471	-14.188832103818712	-19.24974411297719	0.0267232971899645	0.0037667555384061	-15.310189684716157	-20.102485659873757
2015-05-16 07:00:00	41.1126708984375	Budrio_half-right	95	DESCENDING	0.0106949714659799	8.556353506688617e-06	0.0558275645150634	0.0004550878696694	-12.531513178909268	-19.70820369781932	0.0354022519691389	0.0034745086744632	-12.531513178909268	-19.70820369781932
2015-05-17 19:00:00	37.2578353881836	Budrio_half-right	117	ASCENDING	0.0165573839284088	4.7770272423042856e-05	0.0429800748711399	0.000219443433254	-13.667328323044494	-17.810082807882896	0.0221737799289285	0.0125299780460766	-12.888220357024869	-18.170501814701968
2015-05-21 07:00:00	31.119691848754883	Budrio_half-right	168	DESCENDING	0.0166669984862983	7.030099236117511e-05	0.0709220851401526	0.0007156185121418	-11.492185044367409	-17.781426040236127	0.0438212117363529	0.0183184351278847	-12.859232589728217	-18.689580437382045
2015-05-29 19:00:00	37.33579254150391	Budrio_half-right	117	ASCENDING	0.0227824897562728	0.0001509461046404	0.064559026787044	0.0004741388595068	-11.900430251292672	-16.423988163269417	0.0318957550303459	0.0287743179132113	-11.26868864802712	-16.789413396285543
2015-06-02 07:00:00	31.29440116882324	Budrio_half-right	168	DESCENDING	0.0209454202867105	4.939793121639564e-05	0.0783358451305549	0.0010876836640299	-11.060394668030254	-16.789109207471213	0.0603012596030917	0.0102424533148798	-12.46678238653166	-17.734712645853314
2015-06-09 07:00:00	41.2984619140625	Budrio_half-right	95	DESCENDING	0.0105634294687316	1.2082103608206598e-05	0.0516868093241443	0.0004257457780726	-12.8662027641592	-19.761950630948707	0.035772965003699	0.0049673176143784	-12.8662027641592	-19.761950630948707
2015-06-10 19:00:00	37.25495529174805	Budrio_half-right	117	ASCENDING	0.0133687162735765	1.1392256892382882e-05	0.0466685121561229	0.0003475443463172	-13.309760446834284	-18.73910293715483	0.0323422763762717	0.0037008746416177	-12.560475071148097	-19.096166556283148
2015-06-14 07:00:00	31.260406494140625	Budrio_half-right	168	DESCENDING	0.0123739996326041	4.021134116906125e-05	0.0442407623593237	0.0002451038702336	-13.541773978517568	-19.07489901210635	0.0240609005493721	0.0141131114418637	-14.72208465350042	-19.93423903761001
2015-06-22 19:00:00	37.254669189453125	Budrio_half-right	117	ASCENDING	0.0386555413043333	0.0002172993635328	0.0945277171888588	0.0012256508399075	-10.244408300387706	-14.12788240803994	0.0563108273786447	0.0244135540000383	-9.750785548145522	-14.501600599136314
2015-06-26 07:00:00	31.263368606567383	Budrio_half-right	168	DESCENDING	0.0319391742695131	0.0001235616064288	0.1424600296990411	0.0024991683171557	-8.46306969452854	-14.956763159630205	0.0761880375696346	0.016801349776403	-10.10609819929928	-15.97151749865092
2015-07-03 07:00:00	41.30299377441406	Budrio_half-right	95	DESCENDING	0.0146038528451006	2.2611716451655497e-05	0.0614196906872677	0.000660117330662	-12.116923750168684	-18.3553255184411	0.0466764503219226	0.0067243512965206	-12.116923750168684	-18.3553255184411
2015-07-04 19:00:00	37.2550048828125	Budrio_half-right	117	ASCENDING	0.0101868836464103	3.887769447512303e-05	0.1006410745354027	0.0012051697679953	-9.972247349522169	-19.91958654282458	0.0520064578417106	0.0165746157173554	-9.501323908606404	-20.27238655125729
2015-07-15 07:00:00	41.30556488037109	Budrio_half-right	95	DESCENDING	0.0180593275212306	0.0001257416868705	0.1580260806624796	0.003646741752956	-8.012712310641328	-17.432984256313887	0.1002214200083637	0.030238623608148	-8.012712310641328	-17.432984256313887
